"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 14:51:49 GMT 2024","Sun Nov 17 14:51:50 GMT 2024","179","Network Requests","","","","","cy.request() with query parameters",""
"passed","Sun Nov 17 14:51:59 GMT 2024","Sun Nov 17 14:52:02 GMT 2024","2523","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Sun Nov 17 14:51:26 GMT 2024","Sun Nov 17 14:51:26 GMT 2024","100","Cypress APIs","Cypress.env()","","","","Get environment variables",""
"passed","Sun Nov 17 14:50:43 GMT 2024","Sun Nov 17 14:50:43 GMT 2024","270","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Sun Nov 17 14:51:44 GMT 2024","Sun Nov 17 14:51:44 GMT 2024","846","Navigation","","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun Nov 17 14:51:17 GMT 2024","Sun Nov 17 14:51:17 GMT 2024","95","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Sun Nov 17 14:50:57 GMT 2024","Sun Nov 17 14:50:57 GMT 2024","796","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sun Nov 17 14:51:25 GMT 2024","Sun Nov 17 14:51:25 GMT 2024","224","Cypress APIs","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Sun Nov 17 14:52:14 GMT 2024","Sun Nov 17 14:52:14 GMT 2024","105","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Nov 17 14:51:21 GMT 2024","Sun Nov 17 14:51:22 GMT 2024","187","Cookies","","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Sun Nov 17 14:51:27 GMT 2024","Sun Nov 17 14:51:27 GMT 2024","94","Cypress APIs","Cypress.spec","","","","Get current spec information",""
"passed","Sun Nov 17 14:52:02 GMT 2024","Sun Nov 17 14:52:03 GMT 2024","253","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Nov 17 14:51:55 GMT 2024","Sun Nov 17 14:51:55 GMT 2024","104","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Nov 17 14:51:26 GMT 2024","Sun Nov 17 14:51:27 GMT 2024","90","Cypress APIs","Cypress.version","","","","Get current version of Cypress being run",""
"passed","Sun Nov 17 14:51:26 GMT 2024","Sun Nov 17 14:51:26 GMT 2024","88","Cypress APIs","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Sun Nov 17 14:51:34 GMT 2024","Sun Nov 17 14:51:35 GMT 2024","95","Location","","","","","cy.location() - get window.location",""
"passed","Sun Nov 17 14:52:23 GMT 2024","Sun Nov 17 14:52:25 GMT 2024","2747","Viewport","","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Sun Nov 17 14:50:57 GMT 2024","Sun Nov 17 14:50:58 GMT 2024","917","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Sun Nov 17 14:52:18 GMT 2024","Sun Nov 17 14:52:18 GMT 2024","181","Utilities","","","","","Cypress.$ - call a jQuery method",""
"passed","Sun Nov 17 14:51:35 GMT 2024","Sun Nov 17 14:51:35 GMT 2024","87","Location","","","","","cy.url() - get the current URL",""
"passed","Sun Nov 17 14:52:03 GMT 2024","Sun Nov 17 14:52:03 GMT 2024","19","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Sun Nov 17 14:50:43 GMT 2024","Sun Nov 17 14:50:43 GMT 2024","199","example to-do app","","","","","can check off an item as completed",""
"passed","Sun Nov 17 14:51:45 GMT 2024","Sun Nov 17 14:51:45 GMT 2024","358","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Sun Nov 17 14:51:45 GMT 2024","Sun Nov 17 14:51:45 GMT 2024","413","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Nov 17 14:51:50 GMT 2024","Sun Nov 17 14:51:51 GMT 2024","871","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"passed","Sun Nov 17 14:50:52 GMT 2024","Sun Nov 17 14:50:53 GMT 2024","500","Actions","","","","",".clear() - clears an input or textarea element",""
"passed","Sun Nov 17 14:52:37 GMT 2024","Sun Nov 17 14:52:37 GMT 2024","78","Window","","","","","cy.title() - get the title",""
"passed","Sun Nov 17 14:51:22 GMT 2024","Sun Nov 17 14:51:22 GMT 2024","125","Cookies","","","","","cy.clearAllCookies() - clear all browser cookies",""
"passed","Sun Nov 17 14:50:59 GMT 2024","Sun Nov 17 14:50:59 GMT 2024","177","Actions","","","","",".trigger() - trigger an event on a DOM element",""
"passed","Sun Nov 17 14:51:17 GMT 2024","Sun Nov 17 14:51:17 GMT 2024","99","Connectors",".then()","","","","yields the original subject without return",""
"passed","Sun Nov 17 14:51:21 GMT 2024","Sun Nov 17 14:51:21 GMT 2024","199","Cookies","","","","","cy.clearCookie() - clear a browser cookie",""
"passed","Sun Nov 17 14:51:30 GMT 2024","Sun Nov 17 14:51:30 GMT 2024","335","Files","","","","","cy.fixture() - load a fixture",""
"passed","Sun Nov 17 14:50:53 GMT 2024","Sun Nov 17 14:50:55 GMT 2024","1852","Actions","","","","",".click() - click on a DOM element",""
"passed","Sun Nov 17 14:52:13 GMT 2024","Sun Nov 17 14:52:13 GMT 2024","111","Traversal","","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Sun Nov 17 14:51:10 GMT 2024","Sun Nov 17 14:51:10 GMT 2024","106","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Nov 17 14:52:12 GMT 2024","Sun Nov 17 14:52:12 GMT 2024","118","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Nov 17 14:51:05 GMT 2024","Sun Nov 17 14:51:06 GMT 2024","436","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Sun Nov 17 14:52:11 GMT 2024","Sun Nov 17 14:52:11 GMT 2024","113","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Nov 17 14:52:37 GMT 2024","Sun Nov 17 14:52:37 GMT 2024","220","Window","","","","","cy.window() - get the global window object",""
"passed","Sun Nov 17 14:51:38 GMT 2024","Sun Nov 17 14:51:39 GMT 2024","717","Misc","","","","","cy.exec() - execute a system command",""
"passed","Sun Nov 17 14:51:31 GMT 2024","Sun Nov 17 14:51:31 GMT 2024","187","Files","","","","","cy.writeFile() - write to a file",""
"passed","Sun Nov 17 14:51:59 GMT 2024","Sun Nov 17 14:51:59 GMT 2024","222","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Sun Nov 17 14:50:52 GMT 2024","Sun Nov 17 14:50:52 GMT 2024","407","Actions","","","","",".blur() - blur off a DOM element",""
"passed","Sun Nov 17 14:52:14 GMT 2024","Sun Nov 17 14:52:14 GMT 2024","104","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Sun Nov 17 14:50:59 GMT 2024","Sun Nov 17 14:51:01 GMT 2024","2197","Actions","","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Sun Nov 17 14:51:16 GMT 2024","Sun Nov 17 14:51:16 GMT 2024","89","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Sun Nov 17 14:52:18 GMT 2024","Sun Nov 17 14:52:18 GMT 2024","204","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Nov 17 14:52:11 GMT 2024","Sun Nov 17 14:52:12 GMT 2024","109","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Nov 17 14:52:06 GMT 2024","Sun Nov 17 14:52:07 GMT 2024","500","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Sun Nov 17 14:50:43 GMT 2024","Sun Nov 17 14:50:44 GMT 2024","259","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun Nov 17 14:51:09 GMT 2024","Sun Nov 17 14:51:10 GMT 2024","115","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun Nov 17 14:50:51 GMT 2024","Sun Nov 17 14:50:52 GMT 2024","152","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Sun Nov 17 14:51:16 GMT 2024","Sun Nov 17 14:51:16 GMT 2024","97","Connectors","","","","",".invoke() - invoke a function on the current subject",""
"passed","Sun Nov 17 14:51:55 GMT 2024","Sun Nov 17 14:51:55 GMT 2024","123","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Sun Nov 17 14:51:25 GMT 2024","Sun Nov 17 14:51:26 GMT 2024","117","Cypress APIs","Cypress.Cookies","","","",".debug() - enable or disable debugging",""
"passed","Sun Nov 17 14:51:21 GMT 2024","Sun Nov 17 14:51:21 GMT 2024","198","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Nov 17 14:51:16 GMT 2024","Sun Nov 17 14:51:16 GMT 2024","238","Connectors","","","","",".each() - iterate over an array of elements",""
"passed","Sun Nov 17 14:52:12 GMT 2024","Sun Nov 17 14:52:12 GMT 2024","112","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Nov 17 14:51:11 GMT 2024","Sun Nov 17 14:51:12 GMT 2024","1591","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Nov 17 14:52:07 GMT 2024","Sun Nov 17 14:52:07 GMT 2024","160","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Sun Nov 17 14:51:16 GMT 2024","Sun Nov 17 14:51:16 GMT 2024","111","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Sun Nov 17 14:51:49 GMT 2024","Sun Nov 17 14:51:49 GMT 2024","391","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Nov 17 14:51:50 GMT 2024","Sun Nov 17 14:51:50 GMT 2024","232","Network Requests","","","","","cy.request() - pass result to the second request",""
"passed","Sun Nov 17 14:51:30 GMT 2024","Sun Nov 17 14:51:31 GMT 2024","105","Files","","","","","cy.readFile() - read file contents",""
"passed","Sun Nov 17 14:51:50 GMT 2024","Sun Nov 17 14:51:50 GMT 2024","258","Network Requests","","","","","cy.request() - save response in the shared test context",""
"passed","Sun Nov 17 14:52:40 GMT 2024","Sun Nov 17 14:52:42 GMT 2024","1915","Localstack login tests","","","","","Successfully logs in",""
"passed","Sun Nov 17 14:52:13 GMT 2024","Sun Nov 17 14:52:14 GMT 2024","104","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Sun Nov 17 14:52:07 GMT 2024","Sun Nov 17 14:52:07 GMT 2024","169","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Nov 17 14:51:21 GMT 2024","Sun Nov 17 14:51:21 GMT 2024","131","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Sun Nov 17 14:51:55 GMT 2024","Sun Nov 17 14:51:56 GMT 2024","609","Querying","","","","","best practices - selecting elements",""
"passed","Sun Nov 17 14:50:42 GMT 2024","Sun Nov 17 14:50:42 GMT 2024","538","example to-do app","","","","","displays two todo items by default",""
"passed","Sun Nov 17 14:52:11 GMT 2024","Sun Nov 17 14:52:11 GMT 2024","250","Traversal","","","","",".children() - get child DOM elements",""
"passed","Sun Nov 17 14:51:20 GMT 2024","Sun Nov 17 14:51:21 GMT 2024","308","Cookies","","","","","cy.getCookie() - get a browser cookie",""
"passed","Sun Nov 17 14:52:07 GMT 2024","Sun Nov 17 14:52:07 GMT 2024","173","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Nov 17 14:50:42 GMT 2024","Sun Nov 17 14:50:43 GMT 2024","419","example to-do app","","","","","can add new todo items",""
"passed","Sun Nov 17 14:51:34 GMT 2024","Sun Nov 17 14:51:34 GMT 2024","197","Location","","","","","cy.hash() - get the current URL hash",""
"passed","Sun Nov 17 14:52:02 GMT 2024","Sun Nov 17 14:52:02 GMT 2024","180","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Sun Nov 17 14:52:13 GMT 2024","Sun Nov 17 14:52:13 GMT 2024","112","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Nov 17 14:52:07 GMT 2024","Sun Nov 17 14:52:07 GMT 2024","167","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Nov 17 14:50:58 GMT 2024","Sun Nov 17 14:50:59 GMT 2024","151","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Nov 17 14:52:17 GMT 2024","Sun Nov 17 14:52:18 GMT 2024","265","Utilities","","","","","Cypress._ - call a lodash method",""
"passed","Sun Nov 17 14:51:10 GMT 2024","Sun Nov 17 14:51:10 GMT 2024","106","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sun Nov 17 14:50:55 GMT 2024","Sun Nov 17 14:50:55 GMT 2024","208","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Nov 17 14:51:10 GMT 2024","Sun Nov 17 14:51:10 GMT 2024","111","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sun Nov 17 14:51:10 GMT 2024","Sun Nov 17 14:51:10 GMT 2024","118","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Sun Nov 17 14:51:05 GMT 2024","Sun Nov 17 14:51:05 GMT 2024","481","Aliasing","","","","",".as() - alias a DOM element for later use",""
"passed","Sun Nov 17 14:52:12 GMT 2024","Sun Nov 17 14:52:12 GMT 2024","116","Traversal","","","","",".find() - get descendant DOM elements of the selector",""
"passed","Sun Nov 17 14:51:21 GMT 2024","Sun Nov 17 14:51:21 GMT 2024","112","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Sun Nov 17 14:50:48 GMT 2024","Sun Nov 17 14:50:51 GMT 2024","3649","Actions","","","","",".type() - type into a DOM element",""
"passed","Sun Nov 17 14:51:55 GMT 2024","Sun Nov 17 14:51:55 GMT 2024","101","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Sun Nov 17 14:52:29 GMT 2024","Sun Nov 17 14:52:33 GMT 2024","4398","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Nov 17 14:51:26 GMT 2024","Sun Nov 17 14:51:26 GMT 2024","101","Cypress APIs","Cypress.arch","","","","Get CPU architecture name of underlying OS",""
"passed","Sun Nov 17 14:51:09 GMT 2024","Sun Nov 17 14:51:09 GMT 2024","293","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Nov 17 14:52:13 GMT 2024","Sun Nov 17 14:52:13 GMT 2024","105","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Nov 17 14:51:54 GMT 2024","Sun Nov 17 14:51:55 GMT 2024","274","Querying","","","","","cy.get() - query DOM elements",""
"passed","Sun Nov 17 14:50:53 GMT 2024","Sun Nov 17 14:50:53 GMT 2024","397","Actions","","","","",".submit() - submit a form",""
"passed","Sun Nov 17 14:51:39 GMT 2024","Sun Nov 17 14:51:39 GMT 2024","280","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Sun Nov 17 14:52:12 GMT 2024","Sun Nov 17 14:52:12 GMT 2024","106","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Nov 17 14:52:37 GMT 2024","Sun Nov 17 14:52:37 GMT 2024","86","Window","","","","","cy.document() - get the document object",""
"passed","Sun Nov 17 14:52:12 GMT 2024","Sun Nov 17 14:52:13 GMT 2024","108","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Nov 17 14:50:43 GMT 2024","Sun Nov 17 14:50:43 GMT 2024","265","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun Nov 17 14:51:26 GMT 2024","Sun Nov 17 14:51:26 GMT 2024","93","Cypress APIs","Cypress.platform","","","","Get underlying OS name",""
"passed","Sun Nov 17 14:52:13 GMT 2024","Sun Nov 17 14:52:13 GMT 2024","105","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Nov 17 14:52:12 GMT 2024","Sun Nov 17 14:52:12 GMT 2024","103","Traversal","","","","",".first() - get first DOM element",""
"passed","Sun Nov 17 14:51:16 GMT 2024","Sun Nov 17 14:51:17 GMT 2024","95","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Sun Nov 17 14:50:55 GMT 2024","Sun Nov 17 14:50:56 GMT 2024","210","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Nov 17 14:52:13 GMT 2024","Sun Nov 17 14:52:13 GMT 2024","109","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Sun Nov 17 14:51:30 GMT 2024","Sun Nov 17 14:51:30 GMT 2024","101","Files","","","","","cy.fixture() or require - load a fixture",""
"passed","Sun Nov 17 14:50:56 GMT 2024","Sun Nov 17 14:50:56 GMT 2024","779","Actions","","","","",".check() - check a checkbox or radio element",""
"passed","Sun Nov 17 14:52:18 GMT 2024","Sun Nov 17 14:52:19 GMT 2024","1094","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Sun Nov 17 14:52:42 GMT 2024","Sun Nov 17 14:52:43 GMT 2024","888","Localstack login tests","","","","","Failed log in",""
